Accession,Gene,protein length,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17,prot.18,prot.19,prot.20,prot.21,prot.22,prot.23,prot.24,prot.25,prot.26,prot.27,prot.28,prot.29,prot.30,prot.31,prot.32,prot.33,prot.34,prot.35,prot.36,prot.37,prot.38,prot.39,prot.40,prot.41,prot.42,RNA.1,RNA.2,RNA.3,RNA.4,RNA.5,RNA.6,RNA.7,RNA.8,RNA.9,RNA.10,RNA.11,RNA.12,RNA.13,RNA.14,RNA.15,RNA.16,RNA.17,RNA.18,RNA.19,RNA.20,RNA.21,RNA.22,RNA.23,RNA.24,RNA.25,RNA.26,RNA.27,RNA.28,RNA.29,RNA.30,RNA.31,RNA.32,RNA.33,RNA.34,RNA.35,RNA.36,RNA.37,RNA.38,RNA.39,RNA.40,RNA.41,RNA.42,GR.cluster,NM.cluster,GR.Pearson.r,NM.Pearson.r,all.Pearson.r,GR.Spearman.rho,NM.Spearman.rho,all.Spearman.rho
P47143,ADO1,340,393.9793841,820.479336,1311.58428,1624.659086,2802.496986,2048.798284,1131.056463,960.737437,419.3466945,1090.667564,617.8907806,1128.901102,1998.449096,2820.328147,1996.31909,5308.421615,4148.802833,1940.964394,2328.869393,1240.321667,1393.373584,3021.529664,12400.64896,11261.23224,4498.767244,544.9103167,750.8308048,194.4387611,1201.161421,2529.628506,1385.04146,3809.490966,1120.624523,1598.14056,948.6623541,2476.725848,288.5772455,1227.286912,567.612589,1752.910567,1860.947315,1560.705773,0.434818322,0.128091476,0.489897152,1.078811402,1.050640028,0.948328164,0.503290102,0.591331786,0.621648736,0.598790997,0.558560192,0.570164505,0.917767251,0.999823622,0.87377181,1.193899251,1.243683939,1.580105476,2.112012276,2.067099014,2.433296332,1.595315643,1.168169736,1.176327598,1.13615328,1.050235025,0.978226927,0.623979837,0.433354516,0.445908883,0.368457216,0.368439648,0.311174161,0.555109911,0.582991275,0.531773616,0.641765587,0.71660231,0.602744961,0.574095417,0.387272506,0.589330731,1,1,0.339934303,0.460928849,0.258923746,0.673890609,0.18986569,0.380439186
P47147,YMR1,688,6.295415873,5.506469224,6.175663474,7.681957268,6.487741941,7.186084888,5.464018438,5.59131204,4.925871601,7.00969783,5.708184,6.19000689,6.816313661,6.284985835,7.119977532,10.49605484,8.097118533,7.168768663,7.937079483,7.166848797,9.914034698,12.5660415,10.49899405,15.92736388,13.2785767,6.971857404,8.148764917,3.890861471,7.473356294,7.906430049,9.389705522,12.03080031,10.066357,10.22583092,8.75687367,9.064904412,7.964248781,9.108236969,7.592420081,8.639976511,9.289142038,8.944824486,0.041790922,0.036938308,0.057822636,0.108288958,0.102443995,0.097588906,0.049050176,0.058428286,0.055043359,0.061362376,0.055683668,0.05259781,0.087096122,0.088420985,0.085187491,0.098601405,0.082224196,0.110500855,0.147335492,0.133006159,0.17882505,0.13900244,0.108865817,0.123133966,0.110660661,0.096965426,0.091387113,0.050071002,0.042799348,0.039425417,0.033217125,0.03437319,0.028108725,0.039446272,0.048120158,0.045562109,0.055889842,0.076265068,0.064349272,0.050158866,0.040047687,0.052378137,3,1,0.732164315,0.344434486,0.293782771,0.795665635,0.021367521,0.126002755
P47148,YJR111C,283,79.16315001,52.74493843,33.65405053,92.29108245,49.61710319,95.3284322,46.66905786,48.16824557,45.48348013,76.70223625,62.42679188,68.93611258,66.97377737,75.32996431,67.94731358,102.6573914,142.5072429,120.956168,161.4444306,146.0602023,93.89100131,77.23969811,26.47880781,36.16284171,54.9035981,92.27718244,114.6270916,53.42457872,91.71219342,90.28513973,110.8141651,84.57365371,109.9790824,112.1212984,89.40027179,107.0155927,103.5437126,74.95030687,97.56649374,147.6599175,130.2432832,100.508089,0.125144182,0.066653252,0.127256699,0.349516031,0.360280543,0.258996829,0.120576505,0.127484262,0.117595294,0.114851937,0.122792162,0.115825586,0.168220375,0.156437663,0.1776579,0.229669052,0.221507591,0.240448675,0.354885833,0.325165294,0.461604943,0.422440746,0.343231796,0.376546688,0.38485535,0.333276142,0.29365112,0.126806433,0.091288081,0.073806356,0.110755717,0.1188118,0.096890053,0.108581576,0.117333991,0.122080947,0.148833391,0.20204997,0.225789435,0.137228145,0.108175293,0.122646381,3,1,0.717775316,-0.380689382,0.031869955,0.682146543,-0.338217338,-0.00688761
P47149,NNF1,201,0,0,0,0,0,0,16.04858096,0,0,28.30677553,0,0,0,0,0,0,0,48.20039176,0,57.59746642,0,0,0,0,0,25.32059015,0,0,0,0,0,0,40.88180169,0,0,37.174813,0,0,0,0,47.09237558,0,0.129204764,0.072479921,0.14130932,0.296395495,0.298591028,0.237283809,0.167186043,0.184483678,0.212766205,0.197419438,0.205738913,0.198337282,0.319592149,0.327607365,0.312465293,0.359460559,0.357765753,0.368440927,0.468052165,0.451645862,0.651226463,0.364187806,0.30569124,0.325329566,0.300823874,0.251419222,0.245056216,0.216311686,0.171660882,0.125912637,0.126733285,0.11059641,0.104038922,0.195183443,0.204474216,0.21429401,0.173363423,0.203567891,0.178764741,0.153242288,0.156571929,0.180519739,3,1,0.210472037,-0.260927984,0.060919092,0.140278705,-0.238690796,0.001773585
P47150,RSM7,247,214.8931801,214.6388899,221.4468259,592.7811529,713.9285395,563.9011056,220.8031389,227.4716247,204.4822349,318.4400087,256.3289926,274.6046025,364.1514702,357.5505369,370.7499898,587.0198129,618.5508477,614.0604763,681.317273,726.6998665,694.8002073,1021.818636,1572.90872,866.9567912,689.9036517,396.1167766,510.0779288,234.7673927,388.7037552,435.0188547,817.0932092,918.1781971,755.5288932,482.6584829,441.7027816,470.7932095,450.698965,730.3488423,424.4814875,426.7155756,524.6458205,459.7144503,0.266727847,0.288489859,0.281895662,0.695350359,0.710665417,0.69586657,0.227150222,0.259037786,0.273023694,0.26038086,0.305750052,0.276059635,0.524908003,0.517537861,0.431353007,0.706204569,0.661830953,0.879369571,1.139537088,1.191380726,1.705705151,1.246420456,0.973979245,1.058604433,0.873232235,0.807979787,0.896664757,0.340559774,0.266773534,0.223434898,0.368418551,0.367353884,0.377235376,0.27769185,0.323225608,0.37780486,0.416704189,0.504399351,0.427864952,0.25347204,0.222783729,0.282834697,1,1,0.903059234,0.625036109,0.595301482,0.855521156,0.612332112,0.64994733
P47154,STE24,453,387.7766058,346.8890063,312.0534494,612.8833154,536.6782473,555.4052368,331.6237853,333.8802111,268.0362396,497.7785322,417.2531493,486.69682,477.9255814,447.6220184,479.4484432,707.396517,659.9895998,672.1145154,760.5455371,769.6052475,835.4904684,1067.012828,968.1095029,1160.911816,784.5699107,419.0822737,505.938938,227.7031761,477.0011657,458.8332162,489.2448712,554.8777241,556.4591375,574.2639652,526.5558538,529.2333906,472.6943633,608.131758,505.557236,481.5962147,515.2996174,483.1066921,0.317334897,0.513915488,0.356631281,0.658118435,0.6512458,0.576920905,0.277070477,0.335452248,0.329742075,0.296223668,0.270527418,0.299481083,0.409010853,0.373879094,0.380938943,0.535434893,0.508983384,0.578396967,0.719794166,0.729603308,0.864557834,0.846700601,0.742168041,0.854282699,0.659247106,0.781989,0.784374631,0.330066416,0.306422571,0.195644842,0.173827156,0.1906266,0.150803871,0.24220758,0.273523928,0.220910617,0.297098483,0.359691097,0.312716587,0.256163026,0.259603895,0.293445195,3,1,0.852970568,0.618792108,0.66694391,0.680082559,0.297313797,0.432460903
P47156,JHD2,728,0,2.697974294,2.770800399,0,3.358919693,2.947335787,2.006275074,2.215226483,0,2.330286553,2.012581057,2.150504387,0,2.206970489,2.428433632,3.46751855,2.856730026,2.030528879,2.846636256,1.964765296,2.347705011,0,5.997501259,6.52709773,5.64201803,2.549754415,3.040363701,0,2.997770773,3.333715135,3.254592745,4.94229888,3.791859884,0,3.526568485,3.741528381,0,3.539439173,2.351924182,2.859815111,3.596134876,2.465496687,0.077386783,0.066821584,0.106690397,0.160971892,0.14866275,0.131395795,0.081996095,0.091109648,0.09321344,0.089207042,0.085374945,0.082155738,0.12267333,0.118245448,0.124529879,0.120004261,0.113510789,0.132862015,0.1562691,0.155044508,0.23265098,0.215485162,0.188012921,0.191160955,0.133088017,0.13654111,0.126463094,0.079902344,0.062312937,0.059037634,0.045464748,0.052842355,0.041920988,0.087759911,0.090607818,0.088790218,0.109449156,0.12620234,0.109248037,0.097144807,0.068518517,0.086721934,3,1,0.194257698,0.056898942,0.048327923,0.222337601,-0.044499644,-0.040328717
P47158,IBA57,497,6.44808001,6.081007282,5.969574909,15.05598581,15.78593796,13.98086193,4.445614524,4.915008797,4.021821064,6.664567193,5.448097075,5.813406054,6.773313055,7.140607711,7.604266842,11.50031184,12.38728551,12.68156511,16.31445432,13.83250505,14.17992312,30.06739867,33.9186838,28.20695688,19.26752223,9.634006401,12.0831826,4.509857496,9.160372082,9.364209245,17.40491958,20.03896367,19.10791932,10.86297471,9.797463924,9.890896595,12.04251092,16.85735908,9.807497501,10.30256563,10.92518527,10.20534848,0.103603549,0.094197277,0.127056388,0.350373158,0.345275583,0.31015324,0.090894992,0.111173953,0.116887467,0.107871136,0.115080731,0.10774091,0.209063056,0.192214173,0.194131771,0.331683037,0.310893709,0.381052741,0.546532716,0.550391034,0.662458751,0.549037284,0.478648606,0.517227702,0.264371828,0.301338418,0.304425324,0.125357638,0.091532619,0.080436309,0.179496153,0.191156484,0.184844548,0.135168969,0.140303152,0.145920377,0.198173603,0.230244891,0.238804647,0.132356461,0.095778681,0.119532217,1,1,0.93962395,0.823245404,0.673131749,0.836945304,0.74969475,0.728222997
P47160,ENT3,408,198.6086486,188.1558417,180.4187319,339.8530434,328.2356516,306.5810627,163.0544074,176.5453297,111.3129342,217.6110231,177.1035422,194.1704667,235.7690424,223.1546854,241.9403417,353.3721117,364.5335513,343.4650081,363.9902939,346.588907,379.2222506,566.1158949,607.3241902,609.2268045,447.5458818,233.5168019,268.0631341,131.8883114,270.7622562,288.1813083,401.3605811,493.7555759,446.9341939,343.0278198,283.7784638,348.7100189,270.7444309,372.2043636,269.1141996,218.7130632,331.9186043,240.1628173,0.361529037,0.405399836,0.483228159,0.880776884,0.855491602,0.752524245,0.421249866,0.460963862,0.500627665,0.480875505,0.55698546,0.482367479,0.775877078,0.710461358,0.778472068,0.817342099,0.807201462,0.789911856,1.056133815,1.014337601,1.496274847,1.126836648,0.992642519,1.101648365,0.850108656,0.891541631,0.840226997,0.4786377,0.408425814,0.333733379,0.299889077,0.313390483,0.33139463,0.399793528,0.443864004,0.441459851,0.499578116,0.648392531,0.591630699,0.48615876,0.41589396,0.453075798,3,1,0.832558293,0.474608978,0.455466814,0.818369453,0.109279609,0.311563082
P47164,STR2,639,11.33349891,10.15184258,11.58136525,14.02342416,12.06926054,10.59678653,7.172474453,7.986095779,10.96416626,10.79621538,9.583106785,7.986404139,8.124136217,7.083231258,9.716316317,10.86721421,9.515114438,11.4669654,11.14632871,14.10715055,15.76913853,19.56144811,17.24541659,28.68000468,27.16765004,11.39155965,14.64799798,8.554548906,12.68439094,13.86809015,14.78191415,20.53162403,17.59892034,14.65744135,13.0012261,13.78800769,13.88531948,15.85717501,14.71581043,17.11002289,20.32645207,19.90557269,0.133309491,0.112794416,0.163877506,0.372130808,0.348423935,0.321331935,0.135544608,0.157542249,0.162160422,0.16372558,0.151842838,0.150093433,0.228828014,0.223106069,0.227943658,0.238694838,0.236735797,0.280054044,0.385043208,0.38252362,0.434194301,0.536931586,0.408824118,0.447569328,0.349292322,0.351552023,0.299082842,0.150119558,0.12310324,0.1148469,0.104925789,0.12301978,0.100997885,0.124428677,0.141328992,0.127471276,0.175001981,0.235117768,0.264744571,0.177390505,0.145558517,0.166769681,3,1,0.648534442,0.36415024,0.338048092,0.469556244,0.157509158,0.166680172
P47165,XPT1,209,260.4046561,227.6904121,229.4686828,219.7810323,280.3647385,245.7822571,229.7730374,231.1656006,284.7175768,435.3413041,381.1605198,378.5285269,433.8865301,379.7780062,417.6834984,755.3438661,727.8744662,719.0367107,928.9318619,797.0882367,954.5879857,322.3569992,469.815634,457.1686658,397.574589,265.5987756,318.5946842,435.9442696,613.0697783,519.2640935,546.2937105,563.2403983,521.8927374,586.3928497,613.7593611,606.3309189,295.2981909,376.3750775,323.0293534,677.1133601,486.4948162,667.3725914,0.261104027,0.175803217,0.302531658,0.497622659,0.477421086,0.43859779,0.303907433,0.362250635,0.410269688,0.415535441,0.376010992,0.387676963,0.664680267,0.659093334,0.649536725,1.035012364,0.980674493,1.017603842,1.333454034,1.230724973,1.54845474,0.809941078,0.653272241,0.683836912,0.464835652,0.464946253,0.479873102,0.386359138,0.287556154,0.267669522,0.328869448,0.332073331,0.307172594,0.439223162,0.456844809,0.432451288,0.426119651,0.480385039,0.427258088,0.421608153,0.294931129,0.404630358,1,2,0.972975041,-0.221857439,0.68122369,0.95252838,-0.288156288,0.357588526
P47166,SGM1,707,0,6.148877201,5.014825687,0,9.997870271,7.440484539,4.01602203,5.06448838,0,7.706738297,5.822833716,5.985679415,0,5.876579093,6.809431296,12.69265836,10.80229025,4.339617576,12.07171191,18.71174657,7.9242773,0,14.93044735,22.4299839,13.5477554,6.052594943,8.656474487,0,6.053860823,8.690049618,10.82495872,11.42559732,10.24818736,0,7.373786972,9.295273907,0,9.645830158,6.732313272,12.59843,11.18897855,9.181328025,0.11106413,0.108537381,0.133723815,0.247628036,0.23911264,0.205354149,0.116879371,0.138708063,0.147242262,0.138802468,0.13406386,0.132189285,0.183108101,0.179790589,0.192197685,0.217203329,0.190921289,0.238583382,0.287356735,0.311443848,0.360461431,0.327249298,0.277678266,0.289113076,0.27004643,0.266816076,0.237848322,0.121208651,0.101718421,0.087189264,0.080138102,0.084114645,0.070700762,0.103214374,0.10722083,0.108050566,0.145075342,0.169645634,0.144882618,0.12288614,0.099691138,0.121926431,3,1,0.603277703,0.13505254,0.266681874,0.551190424,-0.04419275,0.12684032
P47167,MCM22,239,6.127142264,4.795913827,4.660601764,3.122208348,2.74138644,4.690173369,4.710696408,5.638727025,6.80679816,7.755202997,8.679498095,7.578934178,7.561223965,7.151634096,8.32563592,8.796698132,9.926171388,9.969814444,10.66788223,11.02484311,13.44087248,1.158248663,1.404033832,3.36858882,4.74634008,5.021585238,4.792691763,4.829979963,7.36712584,7.147414894,5.818329543,5.635408218,5.595865313,6.838721221,6.863567619,8.632885997,4.108809214,3.39694006,5.729510523,6.83007446,6.758444787,8.837037251,0.078879719,0.076449164,0.103918955,0.182706444,0.150594474,0.134161475,0.092513613,0.085613089,0.097134906,0.099750594,0.097966586,0.096301871,0.139292226,0.131283121,0.141299798,0.150247507,0.143652455,0.121343075,0.196711796,0.184401329,0.27241855,0.250308213,0.187713687,0.226420972,0.19625825,0.180551692,0.15007022,0.08687317,0.084012296,0.061901698,0.055685508,0.063314416,0.050041304,0.081646996,0.077335471,0.081218041,0.103993075,0.127195745,0.120833496,0.103674786,0.092039719,0.088876138,3,1,0.863919486,-0.735393557,-0.006747183,0.799793602,-0.736874237,-0.094886962
P47169,MET5,1442,1104.810669,1001.125887,1149.335055,1694.014381,2027.888671,1711.285049,1027.711175,1129.186663,1654.32092,1655.64042,1464.903474,1376.3582,1538.864828,1653.166362,1357.004112,2958.193531,2916.564225,2866.653337,3834.552402,4304.848461,3908.389541,2265.248609,2633.340873,2920.218889,2582.396954,1731.268501,2224.572039,1232.862765,1943.399546,1968.947466,2273.847052,2753.098359,2173.447992,2089.811769,2096.754325,2101.544019,1796.570643,2143.750598,1979.110637,2717.011818,2541.188677,2683.579467,0.251031326,0.117311215,0.311946754,0.770049926,0.829338651,0.652482681,0.293675502,0.347309061,0.34616072,0.381294805,0.383818743,0.339526951,0.62383452,0.635176953,0.617836231,0.898006431,0.849493548,1.05423698,1.530045214,1.555915782,2.017236476,1.000754947,0.804550104,0.838007936,0.785127918,0.777326851,0.711157705,0.334958777,0.244212071,0.237645849,0.343266609,0.326836148,0.281692653,0.332719164,0.342527971,0.365625174,0.496680521,0.524522197,0.501154067,0.391796337,0.33710679,0.353924479,1,1,0.943689678,0.231524276,0.747512525,0.907120743,0.236874237,0.579936796
P47170,IML1,1584,13.86800352,13.38616013,13.02198815,10.80092238,12.30125433,9.484092589,11.70706093,12.84609613,10.54387914,13.90376558,11.61586769,12.50670009,11.980569,10.89666451,13.17858295,12.76618945,12.65250907,11.53540312,12.44645156,11.65563555,12.66091976,16.54025749,20.64891517,19.91819659,17.90333472,8.746579218,11.02087323,9.122752954,15.78007097,16.4062786,12.71886912,14.43135577,13.15344941,21.15690778,18.11897982,17.95975294,11.57660098,15.54647335,9.431837094,14.86619355,18.99115872,16.06455085,0.05948184,0.03628114,0.074652129,0.085432414,0.073965759,0.069807788,0.074861571,0.080300402,0.086261419,0.078584532,0.073640467,0.077221371,0.105754074,0.099735523,0.10293391,0.114604435,0.113551021,0.114968115,0.154995223,0.145866778,0.180033828,0.106588674,0.082006043,0.094554516,0.083776119,0.082722634,0.073999452,0.087758754,0.069354287,0.054642427,0.035198393,0.035561637,0.029599466,0.066570065,0.07254609,0.063850167,0.068927026,0.080508872,0.070643804,0.076176473,0.061505952,0.076087571,3,2,-0.232998742,0.018632417,-0.173204381,-0.325077399,-0.125152625,-0.267320314
P47173,YJR142W,342,24.16077564,18.96275523,19.53916553,38.51747748,34.6688963,27.18845609,18.07696453,16.4824502,20.1831939,28.56056462,23.89530472,23.48446465,26.83029452,24.33053546,27.26526534,31.83215097,34.4785133,31.54375093,36.56223773,36.24527448,37.47296941,42.4805418,40.55384785,38.52998131,41.60494894,27.99217623,33.62763588,18.67779783,29.08299731,34.93215874,46.14478086,45.4622341,46.02981057,37.12234246,33.41380412,38.15480151,31.56742697,38.2259921,34.03032406,33.71448062,32.32840679,38.64160641,0.097064707,0.093943464,0.109445849,0.338595213,0.304477268,0.287039274,0.105561123,0.119268496,0.141404955,0.145566086,0.13971637,0.132886261,0.225030312,0.220449493,0.214883324,0.249648163,0.232075805,0.24404202,0.343836509,0.33031773,0.422882561,0.475753579,0.375840739,0.375363466,0.343220487,0.361716385,0.335210144,0.116843495,0.092813249,0.087023205,0.112711094,0.126287214,0.110125529,0.131865077,0.135652425,0.122359073,0.149441116,0.193207274,0.185830138,0.137455218,0.092472034,0.122793415,3,1,0.89151405,0.251591589,0.369495567,0.907120743,0.225274725,0.334737866
P47176,BAT2,376,3439.550973,2995.627596,3973.907771,1841.015443,1848.188602,1991.192568,1195.526328,1518.101065,1521.801761,1287.940511,1109.597869,1091.732904,1303.015013,1330.840887,1709.24127,1743.240411,1822.748344,1977.101662,2111.810146,2479.720287,2902.540288,3020.877658,3205.222382,4534.058045,5679.836886,2642.205558,2690.341801,1593.419223,3314.683682,3105.928488,5733.127482,6187.995352,4722.448543,3046.032619,3114.454762,3342.995926,2927.284245,2749.710549,2279.034549,6187.718209,4855.537788,4315.445188,0.758232165,0.463156165,0.904113095,0.939258126,0.87040207,0.866348537,0.618651325,0.729475559,0.783769193,0.518780435,0.517320896,0.513740605,0.554382715,0.553776735,0.590142139,0.415301209,0.439369537,0.479042626,0.641726114,0.526917528,0.750383901,1.408948459,1.153106596,1.399257038,0.536670861,0.611716379,0.63336374,0.67245827,0.636852722,0.47593503,1.511049433,1.56247826,1.467765412,1.273626795,1.327855739,1.298704451,3.228088492,3.538117145,3.459324995,1.877128055,1.482713198,1.750715348,2,2,0.498089091,0.159370855,0.340452408,0.254901961,0.404151404,0.574264646
P47190,PMT3,753,1.005838636,0.729390519,0.587951024,1.233672071,1.936047812,0.903160339,0.817907273,0.578923394,1.337420286,1.570577782,0.826598599,1.44921703,1.521670789,1.402665563,0.649877275,2.44925199,2.371945276,1.826669032,2.689512455,1.85394195,2.982343399,1.980397003,3.245511108,2.093219677,1.273971456,1.13088451,1.878706326,0.822192628,0.868167984,1.628800463,1.382132742,1.12118286,1.201949075,2.05818901,1.790286064,2.016513201,1.449807329,2.466208947,1.491782546,2.360471302,2.129584196,2.038926186,0.046630445,0.033812231,0.04988181,0.120026741,0.108233925,0.099873909,0.041913063,0.052937811,0.057362044,0.05180271,0.048416337,0.049559924,0.062988067,0.064026228,0.069049067,0.0650927,0.060381685,0.069805691,0.091138261,0.092586572,0.110430805,0.151175029,0.115851846,0.116312485,0.108410232,0.095918833,0.099799993,0.051725024,0.045974785,0.036916966,0.028731585,0.033185484,0.032434436,0.056863297,0.056887864,0.052129243,0.049520407,0.05939444,0.049854464,0.041799935,0.043072237,0.046571326,3,1,0.753066322,0.250332277,0.368944842,0.657378741,0.213064713,0.345109797
